Customer,# Transactions,Year
CUSTOMER 2524,94360,2010
CUSTOMER 2525,194036,2010
CUSTOMER 2528,116796,2010
CUSTOMER 2531,10386,2010
CUSTOMER 2533,277302,2010
CUSTOMER 2536,20160,2010
CUSTOMER 2545,14257,2010
CUSTOMER 2547,39220,2010
CUSTOMER 2549,0,2010
CUSTOMER 2552,52480,2010
CUSTOMER 2553,626817,2010
CUSTOMER 2555,101,2010
CUSTOMER 2558,62842,2010
CUSTOMER 2563,0,2010
CUSTOMER 2567,2866328,2010
CUSTOMER 2576,2782148,2010
CUSTOMER 2580,563,2010
CUSTOMER 2581,0,2010
CUSTOMER 2585,5196173,2010
CUSTOMER 2587,0,2010
CUSTOMER 2589,0,2010
CUSTOMER 2591,48378,2010
CUSTOMER 2592,9369,2010
CUSTOMER 2600,3094,2010
CUSTOMER 2603,0,2010
CUSTOMER 2605,0,2010
CUSTOMER 2608,363377,2010
CUSTOMER 2609,2986,2010
CUSTOMER 2617,47341,2010
CUSTOMER 2622,389707,2010
CUSTOMER 2623,23384,2010
CUSTOMER 2624,53383,2010
CUSTOMER 2626,0,2010
CUSTOMER 2627,0,2010
CUSTOMER 2630,110403,2010
CUSTOMER 2631,605350,2010
CUSTOMER 2632,0,2010
CUSTOMER 2633,17146,2010
CUSTOMER 2642,6255,2010
CUSTOMER 2644,1791,2010
CUSTOMER 2645,21835781,2010
CUSTOMER 2649,1425,2010
CUSTOMER 2650,15749505,2010
CUSTOMER 2651,0,2010
CUSTOMER 2654,644020,2010
CUSTOMER 2655,23311,2010
CUSTOMER 2656,27297,2010
CUSTOMER 2669,0,2010
CUSTOMER 2672,26153,2010
CUSTOMER 2706,32790,2010
CUSTOMER 2707,10344,2010
CUSTOMER 2708,110857,2010
CUSTOMER 2709,299895,2010
CUSTOMER 2710,551,2010
CUSTOMER 2713,490,2010
CUSTOMER 2719,431,2010
CUSTOMER 2721,21,2010
CUSTOMER 2722,0,2010
CUSTOMER 2725,349063,2010
CUSTOMER 2728,17,2010
CUSTOMER 2729,15002,2010
CUSTOMER 2730,0,2010
CUSTOMER 2734,0,2010
CUSTOMER 2739,0,2010
CUSTOMER 2746,0,2010
CUSTOMER 2751,2,2010
CUSTOMER 2754,65,2010
CUSTOMER 2755,42735,2010
CUSTOMER 2757,2456688,2010
CUSTOMER 2760,61888,2010
CUSTOMER 2761,321684,2010
CUSTOMER 2764,20714,2010
CUSTOMER 2767,0,2010
CUSTOMER 2768,964260,2010
CUSTOMER 2769,578288,2010
CUSTOMER 2773,18,2010
CUSTOMER 2774,0,2010
CUSTOMER 2775,51047,2010
CUSTOMER 2777,31314,2010
CUSTOMER 2778,100754,2010
CUSTOMER 2779,28,2010
CUSTOMER 2780,0,2010
CUSTOMER 2781,0,2010
CUSTOMER 2783,1149766,2010
CUSTOMER 2784,0,2010
CUSTOMER 2785,2705,2010
CUSTOMER 2786,10813,2010
CUSTOMER 2793,1578,2010
CUSTOMER 2795,102005,2010
CUSTOMER 2796,55058,2010
CUSTOMER 2803,178616,2010
CUSTOMER 2804,36193,2010
CUSTOMER 2809,10483,2010
CUSTOMER 2810,448984,2010
CUSTOMER 2812,20636766,2010
CUSTOMER 2817,124689,2010
CUSTOMER 2822,105388,2010
CUSTOMER 2825,166736,2010
CUSTOMER 2828,279,2010
CUSTOMER 2829,14257,2010
CUSTOMER 2830,25520,2010
CUSTOMER 2831,1511,2010
CUSTOMER 2832,0,2010
CUSTOMER 2834,227,2010
CUSTOMER 2835,14160829,2010
CUSTOMER 2836,0,2010
CUSTOMER 2838,720669,2010
CUSTOMER 2847,1800527,2010
CUSTOMER 2848,37009,2010
CUSTOMER 2851,948310,2010
CUSTOMER 2857,83704,2010
CUSTOMER 2861,53342,2010
CUSTOMER 2864,5106602,2010
CUSTOMER 2865,152690,2010
CUSTOMER 2866,2237,2010
CUSTOMER 2869,0,2010
CUSTOMER 2870,767115,2010
CUSTOMER 2871,312742,2010
CUSTOMER 2872,361,2010
CUSTOMER 2873,745,2010
CUSTOMER 2874,1473103,2010
CUSTOMER 2877,1377,2010
CUSTOMER 2878,1468,2010
CUSTOMER 2879,497751,2010
CUSTOMER 2884,9948,2010
CUSTOMER 2887,4125914,2010
CUSTOMER 2891,0,2010
CUSTOMER 2895,1380,2010
CUSTOMER 2898,3983,2010
CUSTOMER 2899,288652,2010
CUSTOMER 2901,18884,2010
CUSTOMER 2903,54249,2010
CUSTOMER 2905,34852,2010
CUSTOMER 2908,2,2010
CUSTOMER 2910,10171,2010
CUSTOMER 2911,8716411,2010
CUSTOMER 2912,530,2010
CUSTOMER 2913,2,2010
CUSTOMER 2915,223171,2010
CUSTOMER 2920,67,2010
CUSTOMER 2924,441604,2010
CUSTOMER 2926,21239158,2010
CUSTOMER 2927,478123,2010
CUSTOMER 2929,8243,2010
CUSTOMER 2930,0,2010
CUSTOMER 2934,210900,2010
CUSTOMER 2936,71,2010
CUSTOMER 2938,1018412,2010
CUSTOMER 2939,0,2010
CUSTOMER 2940,33549,2010
CUSTOMER 2942,145413,2010
CUSTOMER 2945,0,2010
CUSTOMER 2947,5842,2010
CUSTOMER 2950,35,2010
CUSTOMER 2959,704217,2010
CUSTOMER 2968,362618,2010
CUSTOMER 2969,413838,2010
CUSTOMER 2971,309155,2010
CUSTOMER 2976,31611,2010
CUSTOMER 2977,1941434,2010
CUSTOMER 2978,63814,2010
CUSTOMER 2995,0,2010
CUSTOMER 2997,188924,2010
CUSTOMER 3000,638024,2010
CUSTOMER 3005,62247,2010
CUSTOMER 3010,0,2010
CUSTOMER 3011,4672,2010
CUSTOMER 3014,123997,2010
CUSTOMER 3019,7331,2010
CUSTOMER 3023,25,2010
CUSTOMER 3028,386278,2010
CUSTOMER 3031,0,2010
CUSTOMER 3039,0,2010
CUSTOMER 3040,55908,2010
CUSTOMER 3042,152,2010
CUSTOMER 3046,18,2010
CUSTOMER 3063,2702107,2010
CUSTOMER 3067,58,2010
CUSTOMER 3069,26153,2010
CUSTOMER 3072,114299,2010
CUSTOMER 3078,81259,2010
CUSTOMER 3082,54468,2010
CUSTOMER 3084,588,2010
CUSTOMER 3085,14145,2010
CUSTOMER 3089,82800,2010
CUSTOMER 3090,2759,2010
CUSTOMER 3091,170498,2010
CUSTOMER 3092,835344,2010
CUSTOMER 3093,48099,2010
CUSTOMER 3095,1040,2010
CUSTOMER 3096,418,2010
CUSTOMER 3098,81589,2010
CUSTOMER 3103,0,2010
CUSTOMER 3109,891674,2010
CUSTOMER 3110,6891,2010
CUSTOMER 3111,26808,2010
CUSTOMER 3113,138963,2010
CUSTOMER 3119,837934,2010
CUSTOMER 3120,184824,2010
CUSTOMER 3122,36292,2010
CUSTOMER 3124,678341,2010
CUSTOMER 3125,58,2010
CUSTOMER 3126,167033,2010
CUSTOMER 3129,0,2010
CUSTOMER 3131,0,2010
CUSTOMER 3141,147536,2010
CUSTOMER 3142,5,2010
CUSTOMER 3144,76,2010
CUSTOMER 3145,256803,2010
CUSTOMER 3149,37679,2010
CUSTOMER 3151,0,2010
CUSTOMER 3154,158761,2010
CUSTOMER 3155,591653,2010
CUSTOMER 3156,0,2010
CUSTOMER 3157,17451,2010
CUSTOMER 3159,42356,2010
CUSTOMER 3162,0,2010
CUSTOMER 3166,265776,2010
CUSTOMER 3175,1588,2010
CUSTOMER 3176,62523,2010
CUSTOMER 3184,131715,2010
CUSTOMER 3185,59,2010
CUSTOMER 3190,31,2010
CUSTOMER 3191,27629,2010
CUSTOMER 3197,0,2010
CUSTOMER 3203,0,2010
CUSTOMER 3205,1437492,2010
CUSTOMER 3208,525267,2010
CUSTOMER 3209,0,2010
CUSTOMER 3213,0,2010
CUSTOMER 3215,2,2010
CUSTOMER 3217,6338928,2010
CUSTOMER 3222,129303,2010
CUSTOMER 3223,247843,2010
CUSTOMER 3225,666,2010
CUSTOMER 3229,345197,2010
CUSTOMER 3230,0,2010
CUSTOMER 3232,0,2010
CUSTOMER 3234,15,2010
CUSTOMER 3236,287546,2010
CUSTOMER 3238,120100,2010
CUSTOMER 3239,20,2010
CUSTOMER 3246,0,2010
CUSTOMER 3247,348640,2010
CUSTOMER 3249,0,2010
CUSTOMER 3250,1684059,2010
CUSTOMER 3253,21995,2010
CUSTOMER 3260,0,2010
CUSTOMER 3265,139525,2010
CUSTOMER 3267,51137,2010
CUSTOMER 3268,38949,2010
CUSTOMER 3273,2789,2010
CUSTOMER 3276,12715,2010
CUSTOMER 3279,8072,2010
CUSTOMER 3280,44844,2010
CUSTOMER 3283,15271,2010
CUSTOMER 3287,0,2010
CUSTOMER 3288,448704,2010
CUSTOMER 3290,35490,2010
CUSTOMER 3291,323806,2010
CUSTOMER 3292,0,2010
CUSTOMER 3292,0,2010
CUSTOMER 3293,8719519,2010
CUSTOMER 3294,2585528,2010
CUSTOMER 3295,651140,2010
CUSTOMER 3298,29715,2010
CUSTOMER 3300,224146,2010
CUSTOMER 3301,0,2010
CUSTOMER 3302,47322,2010
CUSTOMER 3308,12640,2010
CUSTOMER 3309,13,2010
CUSTOMER 3309,33148,2010
CUSTOMER 3310,592928,2010
CUSTOMER 3312,1821,2010
CUSTOMER 3313,243307,2010
CUSTOMER 3314,10120,2010
CUSTOMER 3317,132463,2010
CUSTOMER 3321,0,2010
CUSTOMER 3324,24859,2010
CUSTOMER 3325,83748,2010
CUSTOMER 3326,25,2010
CUSTOMER 3329,291955,2010
CUSTOMER 3330,3,2010
CUSTOMER 3334,23406,2010
CUSTOMER 3339,188322,2010
CUSTOMER 3342,299733,2010
CUSTOMER 3343,203,2010
CUSTOMER 3344,97948,2010
CUSTOMER 3346,0,2010
CUSTOMER 3352,393304,2010
CUSTOMER 3364,43,2010
CUSTOMER 3373,169188,2010
CUSTOMER 3375,137516,2010
CUSTOMER 3386,555,2010
CUSTOMER 3387,74936,2010
CUSTOMER 3390,4682,2010
CUSTOMER 3391,131422,2010
CUSTOMER 3393,0,2010
CUSTOMER 3394,1,2010
CUSTOMER 3395,0,2010
CUSTOMER 3396,2423,2010
CUSTOMER 3398,66890,2010
CUSTOMER 3406,1038232,2010
CUSTOMER 3416,3699,2010
CUSTOMER 3417,18305,2010
CUSTOMER 3418,0,2010
CUSTOMER 3418,0,2010
CUSTOMER 3420,6608158,2010
CUSTOMER 3425,1,2010
CUSTOMER 3428,12418,2010
CUSTOMER 3429,1007690,2010
CUSTOMER 3431,500,2010
CUSTOMER 3434,150212,2010
CUSTOMER 3435,126696,2010
CUSTOMER 3436,40609,2010
CUSTOMER 3437,96,2010
CUSTOMER 3439,86133,2010
CUSTOMER 3444,0,2010
CUSTOMER 3452,0,2010
CUSTOMER 3456,1191,2010
CUSTOMER 3457,0,2010
CUSTOMER 3457,87,2010
CUSTOMER 3458,0,2010
CUSTOMER 3461,984,2010
CUSTOMER 3464,1778,2010
CUSTOMER 3468,7375975,2010
CUSTOMER 3471,4659426,2010
CUSTOMER 3472,22895,2010
CUSTOMER 3473,380439,2010
CUSTOMER 3477,28680,2010
CUSTOMER 3478,57815,2010
CUSTOMER 3480,0,2010
CUSTOMER 3482,1,2010
CUSTOMER 3484,19598,2010
CUSTOMER 3486,112358,2010
CUSTOMER 3487,289,2010
CUSTOMER 3494,28684,2010
CUSTOMER 3495,30270,2010
CUSTOMER 3500,234147,2010
CUSTOMER 3501,478,2010
CUSTOMER 3506,18843736,2010
CUSTOMER 3507,0,2010
CUSTOMER 3512,38721,2010
CUSTOMER 3523,0,2010
CUSTOMER 3524,66,2010
CUSTOMER 3526,29639,2010
CUSTOMER 3532,0,2010
CUSTOMER 3533,1105538,2010
CUSTOMER 3534,5855,2010
CUSTOMER 3537,42321,2010
CUSTOMER 3537,3221,2010
CUSTOMER 3538,0,2010
CUSTOMER 3541,0,2010
CUSTOMER 3542,170851,2010
CUSTOMER 3548,185457,2010
CUSTOMER 3549,2132,2010
CUSTOMER 3550,3,2010
CUSTOMER 3555,0,2010
CUSTOMER 3561,13364,2010
CUSTOMER 3567,0,2010
CUSTOMER 3571,0,2010
CUSTOMER 3578,33360,2010
CUSTOMER 3583,537633,2010
CUSTOMER 3585,24,2010
CUSTOMER 3588,2941,2010
CUSTOMER 3591,1328262,2010
CUSTOMER 3595,61436,2010
CUSTOMER 3597,1,2010
CUSTOMER 3598,2570533,2010
CUSTOMER 3600,2614995,2010
CUSTOMER 3602,113,2010
CUSTOMER 3605,0,2010
CUSTOMER 3606,0,2010
CUSTOMER 3615,7043283,2010
CUSTOMER 3616,39995,2010
CUSTOMER 3617,4372,2010
CUSTOMER 3628,34198,2010
CUSTOMER 3631,29,2010
CUSTOMER 3642,13277,2010
CUSTOMER 3654,9104,2010
CUSTOMER 3656,0,2010
CUSTOMER 3660,20094,2010
CUSTOMER 3661,1,2010
CUSTOMER 3672,6427,2010
CUSTOMER 3678,0,2010
CUSTOMER 3679,2,2010
CUSTOMER 3680,31,2010
CUSTOMER 3688,4338,2010
CUSTOMER 3689,233796,2010
CUSTOMER 3697,38,2010
CUSTOMER 3698,250959,2010
CUSTOMER 3699,1415,2010
CUSTOMER 3709,22,2010
CUSTOMER 3710,466161,2010
CUSTOMER 3712,183,2010
CUSTOMER 3714,179487,2010
CUSTOMER 3717,2342,2010
CUSTOMER 3718,36407,2010
CUSTOMER 3721,171014,2010
CUSTOMER 3727,370,2010
CUSTOMER 3729,52,2010
CUSTOMER 3732,0,2010
CUSTOMER 3735,15434,2010
CUSTOMER 3737,0,2010
CUSTOMER 3738,0,2010
CUSTOMER 3739,320071,2010
CUSTOMER 3742,33540,2010
CUSTOMER 3744,3,2010
CUSTOMER 3751,422087,2010
CUSTOMER 3752,774749,2010
CUSTOMER 3753,70,2010
CUSTOMER 3755,0,2010
CUSTOMER 3756,15136,2010
CUSTOMER 3757,0,2010
CUSTOMER 3763,16513,2010
CUSTOMER 3767,670493,2010
CUSTOMER 3768,73043,2010
CUSTOMER 3769,9110,2010
CUSTOMER 3774,16142,2010
CUSTOMER 3781,1399655,2010
CUSTOMER 3783,357056,2010
CUSTOMER 3786,211239,2010
CUSTOMER 3787,0,2010
CUSTOMER 3790,304,2010
CUSTOMER 3791,26954,2010
CUSTOMER 3793,447043,2010
CUSTOMER 3794,1188211,2010
CUSTOMER 3797,3514,2010
CUSTOMER 3798,16112,2010
CUSTOMER 3802,17,2010
CUSTOMER 3806,0,2010
CUSTOMER 3809,1033397,2010
CUSTOMER 3810,0,2010
CUSTOMER 3814,19605268,2010
CUSTOMER 3815,273600,2010
CUSTOMER 3819,5976,2010
CUSTOMER 3821,51618,2010
CUSTOMER 3825,0,2010
CUSTOMER 3827,204516,2010
CUSTOMER 3830,74,2010
CUSTOMER 3831,169,2010
CUSTOMER 3832,13239,2010
CUSTOMER 3834,88411,2010
CUSTOMER 3835,0,2010
CUSTOMER 3836,17175269,2010
CUSTOMER 3838,0,2010
CUSTOMER 3838,49658,2010
CUSTOMER 3841,25465,2010
CUSTOMER 3842,0,2010
CUSTOMER 3844,680419,2010
CUSTOMER 3845,35016,2010
CUSTOMER 3848,5195,2010
CUSTOMER 3849,9,2010
CUSTOMER 3850,2869405,2010
CUSTOMER 3854,82543,2010
CUSTOMER 3856,0,2010
CUSTOMER 3860,11419,2010
CUSTOMER 3860,15,2010
CUSTOMER 3861,192367,2010
CUSTOMER 3862,947,2010
CUSTOMER 3869,6389,2010
CUSTOMER 3872,38673,2010
CUSTOMER 3873,24,2010
CUSTOMER 3877,1144,2010
CUSTOMER 3881,17323,2010
CUSTOMER 3883,193,2010
CUSTOMER 3889,0,2010
CUSTOMER 3893,7511,2010
CUSTOMER 3895,39910,2010
CUSTOMER 3897,1519029,2010
CUSTOMER 3898,3084684,2010
CUSTOMER 3905,30395,2010
CUSTOMER 3906,102,2010
CUSTOMER 3908,202,2010
CUSTOMER 3916,35004,2010
CUSTOMER 3919,123412,2010
CUSTOMER 3919,277159,2010
CUSTOMER 3925,0,2010
CUSTOMER 3929,196338,2010
CUSTOMER 3933,0,2010
CUSTOMER 3940,2080,2010
CUSTOMER 3941,12270,2010
CUSTOMER 3949,1,2010
CUSTOMER 3950,1957682,2010
CUSTOMER 3953,12169,2010
CUSTOMER 3957,1,2010
CUSTOMER 3959,150,2010
CUSTOMER 3960,5259986,2010
CUSTOMER 3965,866391,2010
CUSTOMER 3966,7,2010
CUSTOMER 3967,349,2010
CUSTOMER 3969,4271673,2010
CUSTOMER 3975,0,2010
CUSTOMER 3976,4075,2010
CUSTOMER 3978,20867,2010
CUSTOMER 3980,0,2010
CUSTOMER 3983,14651853,2010
CUSTOMER 3986,0,2010
CUSTOMER 3990,0,2010
CUSTOMER 3998,194197,2010
CUSTOMER 4000,0,2010
CUSTOMER 4007,0,2010
CUSTOMER 4010,1462731,2010
CUSTOMER 4012,0,2010
CUSTOMER 4013,7696,2010
CUSTOMER 4016,741796,2010
CUSTOMER 4018,3045558,2010
CUSTOMER 4020,646081,2010
CUSTOMER 4030,1302727,2010
CUSTOMER 4036,11,2010
CUSTOMER 4038,37013142,2010
CUSTOMER 4039,8815,2010
CUSTOMER 4044,0,2010
CUSTOMER 4048,1347,2010
CUSTOMER 4050,93394,2010
CUSTOMER 4053,92375,2010
CUSTOMER 4056,0,2010
CUSTOMER 4058,2,2010
CUSTOMER 4061,12897,2010
CUSTOMER 4063,274407,2010
CUSTOMER 4064,12434,2010
CUSTOMER 4070,0,2010
CUSTOMER 4077,0,2010
CUSTOMER 4079,101893,2010
CUSTOMER 4081,0,2010
CUSTOMER 4083,356731,2010
CUSTOMER 4085,0,2010
CUSTOMER 4088,1243,2010
CUSTOMER 4094,0,2010
CUSTOMER 4097,10031,2010
CUSTOMER 4102,1846,2010
CUSTOMER 4106,17165,2010
CUSTOMER 4108,0,2010
CUSTOMER 4112,0,2010
CUSTOMER 4114,9631,2010
CUSTOMER 4115,236218,2010
CUSTOMER 4118,24,2010
CUSTOMER 4123,162,2010
CUSTOMER 4124,0,2010
CUSTOMER 4124,765,2010
CUSTOMER 4130,71517,2010
CUSTOMER 4131,1559060,2010
CUSTOMER 4137,376358,2010
CUSTOMER 4143,0,2010
CUSTOMER 4146,28368,2010
CUSTOMER 4147,0,2010
CUSTOMER 4148,1,2010
CUSTOMER 4149,757381,2010
CUSTOMER 4153,4479,2010
CUSTOMER 4155,894094,2010
CUSTOMER 4157,4495,2010
CUSTOMER 3,5739,2011
CUSTOMER 4,25222,2011
CUSTOMER 8,944914,2011
CUSTOMER 9,711794,2011
CUSTOMER 11,947426,2011
CUSTOMER 12,1754683,2011
CUSTOMER 17,40132,2011
CUSTOMER 18,1681715,2011
CUSTOMER 21,0,2011
CUSTOMER 22,0,2011
CUSTOMER 24,6,2011
CUSTOMER 26,66440,2011
CUSTOMER 27,3,2011
CUSTOMER 33,1561449,2011
CUSTOMER 34,132437,2011
CUSTOMER 40,2787,2011
CUSTOMER 41,252570,2011
CUSTOMER 46,297725,2011
CUSTOMER 48,1364109,2011
CUSTOMER 51,2,2011
CUSTOMER 54,914,2011
CUSTOMER 55,5565560,2011
CUSTOMER 56,102,2011
CUSTOMER 57,5,2011
CUSTOMER 59,43066,2011
CUSTOMER 60,97,2011
CUSTOMER 61,267343,2011
CUSTOMER 67,247,2011
CUSTOMER 68,4669941,2011
CUSTOMER 69,0,2011
CUSTOMER 72,193489,2011
CUSTOMER 74,678,2011
CUSTOMER 75,8341,2011
CUSTOMER 76,4217298,2011
CUSTOMER 79,27,2011
CUSTOMER 82,852519,2011
CUSTOMER 83,0,2011
CUSTOMER 85,0,2011
CUSTOMER 86,11,2011
CUSTOMER 89,7578,2011
CUSTOMER 90,2287,2011
CUSTOMER 91,246147,2011
CUSTOMER 92,0,2011
CUSTOMER 94,0,2011
CUSTOMER 95,922686,2011
CUSTOMER 96,116602,2011
CUSTOMER 98,4572221,2011
CUSTOMER 100,3339,2011
CUSTOMER 103,52,2011
CUSTOMER 108,6767,2011
CUSTOMER 111,2,2011
CUSTOMER 112,274729,2011
CUSTOMER 114,19268,2011
CUSTOMER 115,10877,2011
CUSTOMER 116,701,2011
CUSTOMER 117,273952,2011
CUSTOMER 121,114444,2011
CUSTOMER 126,1682,2011
CUSTOMER 127,0,2011
CUSTOMER 130,23273,2011
CUSTOMER 131,10900,2011
CUSTOMER 132,0,2011
CUSTOMER 133,3016,2011
CUSTOMER 139,1747,2011
CUSTOMER 146,704,2011
CUSTOMER 149,125116,2011
CUSTOMER 150,612587,2011
CUSTOMER 155,97,2011
CUSTOMER 158,0,2011
CUSTOMER 163,23036,2011
CUSTOMER 165,7,2011
CUSTOMER 166,311,2011
CUSTOMER 172,1824893,2011
CUSTOMER 178,106791,2011
CUSTOMER 180,0,2011
CUSTOMER 183,8,2011
CUSTOMER 184,145379267,2011
CUSTOMER 188,0,2011
CUSTOMER 193,155808,2011
CUSTOMER 194,4666,2011
CUSTOMER 196,253,2011
CUSTOMER 201,4,2011
CUSTOMER 205,10116,2011
CUSTOMER 207,0,2011
CUSTOMER 209,392630,2011
CUSTOMER 211,0,2011
CUSTOMER 214,1309564,2011
CUSTOMER 216,562,2011
CUSTOMER 217,1156,2011
CUSTOMER 223,240,2011
CUSTOMER 226,32482,2011
CUSTOMER 227,5,2011
CUSTOMER 228,12505,2011
CUSTOMER 232,76341,2011
CUSTOMER 234,940,2011
CUSTOMER 243,64589,2011
CUSTOMER 244,1367105,2011
CUSTOMER 247,0,2011
CUSTOMER 248,852322,2011
CUSTOMER 251,0,2011
CUSTOMER 253,100036,2011
CUSTOMER 257,33998,2011
CUSTOMER 258,6973282,2011
CUSTOMER 264,7416,2011
CUSTOMER 268,1596,2011
CUSTOMER 269,351189,2011
CUSTOMER 270,52300,2011
CUSTOMER 271,531998,2011
CUSTOMER 274,54819,2011
CUSTOMER 276,1,2011
CUSTOMER 277,64908,2011
CUSTOMER 284,195158247,2011
CUSTOMER 284,174393692,2011
CUSTOMER 289,0,2011
CUSTOMER 290,12986,2011
CUSTOMER 293,197900,2011
CUSTOMER 294,104554,2011
CUSTOMER 295,92875,2011
CUSTOMER 299,12477,2011
CUSTOMER 300,1269,2011
CUSTOMER 301,6,2011
CUSTOMER 303,48358,2011
CUSTOMER 305,9472,2011
CUSTOMER 309,80853,2011
CUSTOMER 310,58786,2011
CUSTOMER 311,68549,2011
CUSTOMER 312,12025,2011
CUSTOMER 314,1,2011
CUSTOMER 316,167,2011
CUSTOMER 319,29105334,2011
CUSTOMER 322,53664,2011
CUSTOMER 328,66517,2011
CUSTOMER 331,22960,2011
CUSTOMER 338,0,2011
CUSTOMER 346,86313,2011
CUSTOMER 349,1007860,2011
CUSTOMER 356,17332,2011
CUSTOMER 359,509170,2011
CUSTOMER 360,0,2011
CUSTOMER 361,4287,2011
CUSTOMER 363,12782,2011
CUSTOMER 364,143,2011
CUSTOMER 366,64385,2011
CUSTOMER 367,4719,2011
CUSTOMER 369,0,2011
CUSTOMER 370,0,2011
CUSTOMER 372,609763,2011
CUSTOMER 374,1443,2011
CUSTOMER 378,17874,2011
CUSTOMER 382,208040,2011
CUSTOMER 383,721435,2011
CUSTOMER 384,16564,2011
CUSTOMER 385,33655,2011
CUSTOMER 387,0,2011
CUSTOMER 388,48073,2011
CUSTOMER 391,754,2011
CUSTOMER 392,887,2011
CUSTOMER 394,432682,2011
CUSTOMER 397,0,2011
CUSTOMER 399,1,2011
CUSTOMER 400,27162,2011
CUSTOMER 401,974,2011
CUSTOMER 402,176,2011
CUSTOMER 403,2680279,2011
CUSTOMER 404,1320388,2011
CUSTOMER 405,133422,2011
CUSTOMER 407,0,2011
CUSTOMER 409,0,2011
CUSTOMER 410,0,2011
CUSTOMER 411,27370,2011
CUSTOMER 415,15942,2011
CUSTOMER 416,3595,2011
CUSTOMER 423,0,2011
CUSTOMER 424,270264,2011
CUSTOMER 426,0,2011
CUSTOMER 428,4828,2011
CUSTOMER 431,141184,2011
CUSTOMER 434,24131,2011
CUSTOMER 437,0,2011
CUSTOMER 438,104151,2011
CUSTOMER 441,671279,2011
CUSTOMER 445,10443,2011
CUSTOMER 446,27873,2011
CUSTOMER 450,54548,2011
CUSTOMER 451,0,2011
CUSTOMER 455,0,2011
CUSTOMER 457,0,2011
CUSTOMER 459,0,2011
CUSTOMER 460,131914,2011
CUSTOMER 463,821,2011
CUSTOMER 468,0,2011
CUSTOMER 470,0,2011
CUSTOMER 471,159005,2011
CUSTOMER 472,1250,2011
CUSTOMER 473,37,2011
CUSTOMER 474,0,2011
CUSTOMER 475,1511,2011
CUSTOMER 477,42,2011
CUSTOMER 478,7,2011
CUSTOMER 479,72604,2011
CUSTOMER 480,231806,2011
CUSTOMER 482,12275,2011
CUSTOMER 484,3,2011
CUSTOMER 487,132332,2011
CUSTOMER 488,6170330,2011
CUSTOMER 489,7,2011
CUSTOMER 494,0,2011
CUSTOMER 494,0,2011
CUSTOMER 497,35883,2011
CUSTOMER 500,1445085,2011
CUSTOMER 507,0,2011
CUSTOMER 514,79373,2011
CUSTOMER 515,0,2011
CUSTOMER 516,0,2011
CUSTOMER 518,88575,2011
CUSTOMER 524,28656,2011
CUSTOMER 526,838454,2011
CUSTOMER 533,35625,2011
CUSTOMER 534,369068,2011
CUSTOMER 537,0,2011
CUSTOMER 539,126896,2011
CUSTOMER 540,23104,2011
CUSTOMER 542,0,2011
CUSTOMER 543,15290,2011
CUSTOMER 544,0,2011
CUSTOMER 547,11754,2011
CUSTOMER 548,616,2011
CUSTOMER 549,16986,2011
CUSTOMER 551,0,2011
CUSTOMER 556,141465,2011
CUSTOMER 565,72187,2011
CUSTOMER 566,754539,2011
CUSTOMER 568,103038,2011
CUSTOMER 569,0,2011
CUSTOMER 572,238254,2011
CUSTOMER 574,79,2011
CUSTOMER 575,5604,2011
CUSTOMER 578,106929,2011
CUSTOMER 579,0,2011
CUSTOMER 581,2334851,2011
CUSTOMER 583,644,2011
CUSTOMER 585,3721,2011
CUSTOMER 586,0,2011
CUSTOMER 587,689,2011
CUSTOMER 589,128052,2011
CUSTOMER 594,8035,2011
CUSTOMER 595,8699,2011
CUSTOMER 599,0,2011
CUSTOMER 603,91112,2011
CUSTOMER 606,1934188,2011
CUSTOMER 607,366647,2011
CUSTOMER 609,497,2011
CUSTOMER 610,0,2011
CUSTOMER 611,0,2011
CUSTOMER 612,34220,2011
CUSTOMER 613,0,2011
CUSTOMER 615,417498,2011
CUSTOMER 616,3,2011
CUSTOMER 617,96,2011
CUSTOMER 620,964978,2011
CUSTOMER 623,0,2011
CUSTOMER 627,939750,2011
CUSTOMER 628,0,2011
CUSTOMER 634,3593,2011
CUSTOMER 638,89595,2011
CUSTOMER 643,320,2011
CUSTOMER 644,0,2011
CUSTOMER 648,149527,2011
CUSTOMER 650,0,2011
CUSTOMER 651,0,2011
CUSTOMER 653,0,2011
CUSTOMER 655,3057285,2011
CUSTOMER 656,46807,2011
CUSTOMER 660,483578,2011
CUSTOMER 661,0,2011
CUSTOMER 662,750067,2011
CUSTOMER 663,344,2011
CUSTOMER 665,1,2011
CUSTOMER 667,19824,2011
CUSTOMER 672,254153,2011
CUSTOMER 673,46,2011
CUSTOMER 674,28364,2011
CUSTOMER 675,260801,2011
CUSTOMER 676,553,2011
CUSTOMER 678,40696,2011
CUSTOMER 679,4840669,2011
CUSTOMER 680,5697,2011
CUSTOMER 682,4,2011
CUSTOMER 682,0,2011
CUSTOMER 683,3270239,2011
CUSTOMER 684,183,2011
CUSTOMER 685,5,2011
CUSTOMER 687,0,2011
CUSTOMER 688,44306,2011
CUSTOMER 690,0,2011
CUSTOMER 692,256154,2011
CUSTOMER 693,0,2011
CUSTOMER 694,279054,2011
CUSTOMER 695,48535,2011
CUSTOMER 696,0,2011
CUSTOMER 697,0,2011
CUSTOMER 698,26987,2011
CUSTOMER 699,239915,2011
